game_pk,game_date,n_entries,total_invested,game_cap,avg_entry_mid,first_entry_mid,min_entry_mid,max_entry_mid,avg_spread,avg_depth_ratio,entry_duration_seconds,home_favored_at_avg,home_won,pnl_per_dollar,game_pnl
824299,2026-04-03,1000,1000.0,1000.0,0.6240650000000001,0.62,0.62,0.625,0.011870000000000012,0.3835666038840608,6292,1,1,0.3759349999999999,375.9349999999999
823568,2026-04-03,1000,1000.0,1000.0,0.6090600000000002,0.615,0.605,0.615,0.010000000000000009,0.3841569821963107,5549,1,1,0.39093999999999984,390.9399999999998
824786,2026-04-03,3,3.0,1000.0,0.6916666666666665,0.525,0.525,0.965,0.01666666666666668,0.30873681498823274,6854,1,1,0.30833333333333346,0.9250000000000004
822919,2026-04-03,1000,1000.0,1000.0,0.6149000000000001,0.615,0.605,0.615,0.010000000000000009,0.38782591808769534,9030,1,0,-0.6149000000000001,-614.9000000000001
824458,2026-04-03,1000,1000.0,1000.0,0.4850000000000001,0.485,0.485,0.485,0.010000000000000009,0.39493099231346057,7886,0,1,0.5149999999999999,514.9999999999999
824377,2026-04-03,734,734.0,1000.0,0.04223433242506812,0.155,0.02,0.155,0.01076294277929155,0.2860857448892105,2246,0,0,-0.04223433242506812,-31.0
823406,2026-04-03,1000,1000.0,1000.0,0.47499999999999987,0.475,0.475,0.475,0.010000000000000009,0.3813228306462296,9366,0,1,0.5250000000000001,525.0000000000001
823732,2026-04-03,136,136.0,1000.0,0.5419117647058824,0.495,0.16999999999999998,0.945,0.021617647058823533,0.3489577813802809,12228,1,1,0.4580882352941176,62.29999999999999
823240,2026-04-04,1000,1000.0,1000.0,0.15331500000000003,0.32,0.035,0.345,0.017110000000000004,0.3112723282433856,3244,0,0,-0.15331500000000003,-153.31500000000003
824295,2026-04-04,31,31.0,1000.0,0.6599999999999999,0.605,0.605,0.89,0.012258064516129043,0.3893031165433033,14578,1,1,0.3400000000000001,10.540000000000003
824622,2026-04-04,1000,1000.0,1000.0,0.7498199999999999,0.59,0.5700000000000001,0.85,0.014740000000000008,0.3814511852205895,1020,1,1,0.25018000000000007,250.18000000000006
824132,2026-04-04,1000,1000.0,1000.0,0.07430500000000001,0.485,0.035,0.485,0.01177,0.24749321298817814,3865,0,0,-0.07430500000000001,-74.305
825027,2026-04-04,712,712.0,1000.0,0.054543539325842695,0.355,0.02,0.355,0.013300561797752807,0.3585344325763345,3874,0,0,-0.054543539325842695,-38.835
822757,2026-04-04,880,880.0,1000.0,0.07912500000000001,0.265,0.02,0.275,0.012272727272727274,0.3134866312865274,4955,0,0,-0.07912500000000001,-69.63000000000001
823404,2026-04-04,191,191.0,1000.0,0.3453403141361257,0.495,0.195,0.755,0.01654450261780105,0.36496145856641005,9718,0,1,0.6546596858638742,125.03999999999998
824782,2026-04-04,1000,1000.0,1000.0,0.575,0.575,0.575,0.575,0.010000000000000009,0.37052169683166636,10000,1,0,-0.575,-575.0
822920,2026-04-04,1000,1000.0,1000.0,0.09287000000000001,0.39,0.02,0.42,0.01272,0.3110822593055469,8072,0,0,-0.09287000000000001,-92.87
823569,2026-04-04,1000,1000.0,1000.0,0.15286000000000002,0.565,0.11,0.5700000000000001,0.013540000000000002,0.31573921220350026,6170,0,1,0.84714,847.14
823730,2026-04-04,1000,1000.0,1000.0,0.4850800000000001,0.495,0.485,0.495,0.010000000000000009,0.3718805040354556,10002,0,0,-0.4850800000000001,-485.0800000000001
825104,2026-04-04,86,86.0,1000.0,0.6314534883720929,0.515,0.49,0.785,0.022906976744186052,0.38155759255143995,6400,1,1,0.3685465116279071,31.695000000000007
824378,2026-04-05,1000,1000.0,1000.0,0.252725,0.29000000000000004,0.14,0.41000000000000003,0.017509999999999998,0.3640601238931255,6071,0,0,-0.252725,-252.72499999999997
823239,2026-04-05,1000,1000.0,1000.0,0.08954,0.14,0.025,0.195,0.012920000000000001,0.3222819734697259,1643,0,0,-0.08954,-89.53999999999999
824054,2026-04-05,365,365.0,1000.0,0.7269726027397261,0.585,0.555,0.885,0.0152054794520548,0.3094720535413755,7260,1,1,0.2730273972602739,99.65499999999999
